.text,.data,.bss,.rdata,.edata,.idata,.rsrc,.tls,.reloc,Num_Sections,Unknown_Sections,Unknown_Sections_lines,.text_por,.data_por,.bss_por,.rdata_por,.edata_por,.idata_por,.rsrc_por,.tls_por,.reloc_por,known_Sections_por,Unknown_Sections_por,Unknown_Sections_lines_por
1986,1001,0,212,0,145,3,0,0,6,1,19,0.5900178253119429,0.2973856209150327,0.0,0.0629827688651218,0.0,0.043077837195484255,0.00089126559714795,0.0,0,0.8333333333333334,0.16666666666666666,0.00564468211527035
3685,24593,0,389357,0,73,0,0,0,4,0,0,0.008821952177118944,0.05887605695844944,0.0,0.9321272276327004,0.0,0.00017476323173125724,0.0,0.0,0,1.0,0.0,0.0
106818,26562,0,54719,0,329,0,0,0,4,0,0,0.5668902710849768,0.14096631073938057,0.0,0.2903973931687435,0.0,0.001746025006899187,0.0,0.0,0,1.0,0.0,0.0
1204,1028,0,219,0,141,3,0,0,6,1,17,0.4609494640122512,0.39356814701378257,0.0,0.08384379785604901,0.0,0.053981623277182235,0.0011485451761102604,0.0,0,0.8333333333333334,0.16666666666666666,0.006508422664624809
3262,783894,0,636,0,127,3,0,0,6,1,19,0.0041399038760516335,0.9948638286369157,0.0,0.0008071670340799628,0.0,0.00016117958070464668,3.807391670188504e-06,0.0,0,0.8333333333333334,0.16666666666666666,2.4113480577860524e-05
25343,15294,0,396,0,212,0,0,0,7,3,1294378,0.018974665755231827,0.011450836051790064,0.0,0.0002964908510859726,0.0,0.00015872742532885403,0.0,0.0,0,0.5714285714285714,0.42857142857142855,0.9691192799165633
7276,4331,0,7303,0,540,0,0,0,5,1,120315,0.05205881300754839,0.03098772940292634,0.0,0.05225199441920366,0.0,0.00386362823310557,0.0,0.0,0,0.8,0.2,0.860837834937216
1790,1053,0,218,0,127,3,0,0,6,1,17,0.5579800498753117,0.3282418952618454,0.0,0.06795511221945137,0.0,0.03958852867830424,0.0009351620947630922,0.0,0,0.8333333333333334,0.16666666666666666,0.00529925187032419
1539,99397,0,385,0,172,3,0,0,6,1,17,0.015160619822091752,0.9791553791140051,0.0,0.003792617694285461,0.0,0.0016943642686158423,2.955286515027632e-05,0.0,0,0.8333333333333334,0.16666666666666666,0.0001674662358515658
16655,313860,17,0,0,155,3,0,0,7,2,189852,0.03199549700120259,0.6029484652535242,3.265826772863669e-05,0.0,0.0,0.0002977665587022757,5.763223716818239e-06,0.0,0,0.7142857142857143,0.2857142857142857,0.36471984969512544
1262,1041,0,1471,0,0,3,33,0,6,1,17,0.3297622158348576,0.2720146328717011,0.0,0.38437418343349883,0.0,0.0,0.0007839038411288215,0.008622942252417037,0,0.8333333333333334,0.16666666666666666,0.004442121766396656
2558,1039,0,2001,0,140,3,0,0,6,1,17,0.4442514762070163,0.18044459881903438,0.0,0.34751649878430013,0.0,0.024313997915943037,0.0005210142410559222,0.0,0,0.8333333333333334,0.16666666666666666,0.002952414032650226
0,0,0,0,0,4131,0,0,3,6,4,35252,0.0,0.0,0.0,0.0,0.0,0.10488498451226325,0.0,0.0,0,0.16666666666666666,0.6666666666666666,0.8950388462905601
13801,842632,0,39622,0,455,0,0,0,4,0,0,0.015394139496491953,0.9399025108476202,0.0,0.04419582603651939,0.0,0.0005075236193684398,0.0,0.0,0,1.0,0.0,0.0
23917,417,0,250376,0,241,3,0,3,7,1,17,0.08697913257253413,0.0015165070152087106,0.0,0.9105442696400387,0.0,0.0008764465003964011,1.0910122411573457e-05,0.0,0,0.7142857142857143,0.14285714285714285,6.182402699891626e-05
4265,25279,0,2035195,0,297,0,0,0,4,0,0,0.0020653392967483375,0.01224143307913276,0.0,0.985549404465588,0.0,0.00014382315853089244,0.0,0.0,0,1.0,0.0,0.0
69180,204,0,520,0,267,0,0,0,5,1,18,0.9856245280599524,0.0029064383307925742,0.0,0.0074085682941771504,0.0,0.0038040148741255754,0.0,0.0,0,0.8,0.2,0.000256450440952286
2257,3058,0,20718,0,409,3,0,3,7,1,18,0.08527922617698179,0.11554447215295095,0.0,0.7828156880525958,0.0,0.015453789768004232,0.00011335298118340512,0.0,0,0.7142857142857143,0.14285714285714285,0.0006801178871004307
12773,3160,0,639,0,230,3,0,3,7,1,19,0.7590776727877815,0.18779342723004694,0.0,0.0379746835443038,0.0,0.013668508943959113,0.00017828489926903192,0.0,0,0.7142857142857143,0.14285714285714285,0.0011291376953705354
29746,5544,0,2260,0,511,3,0,3,7,1,19,0.781021897810219,0.1455652995851494,0.0,0.05933938980202699,0.0,0.01341700362337867,7.876910150711548e-05,0.0,0,0.7142857142857143,0.14285714285714285,0.0004988709762117314
63242,140,0,1225,0,274,0,0,0,5,1,18,0.9744680195380514,0.0021571981078290885,0.0,0.018875483443504523,0.0,0.004221944868179787,0.0,0.0,0,0.8,0.2,0.0002773540424351685
5156,3600,0,1841766,0,334,0,0,0,4,0,0,0.002785738058498338,0.0019450459679197084,0.0,0.9950887589310027,0.0,0.0001804570425792174,0.0,0.0,0,1.0,0.0,0.0
8650,4595,92,0,0,206,3,0,0,6,1,18,0.637717487466824,0.3387643762901799,0.006782659982306104,0.0,0.0,0.015187260395163668,0.00022117369507519905,0.0,0,0.8333333333333334,0.16666666666666666,0.0013270421704511942
1280,1041,0,1470,0,0,3,33,0,6,1,17,0.33298647242455776,0.2708116545265349,0.0,0.38241415192507805,0.0,0.0,0.0007804370447450572,0.00858480749219563,0,0.8333333333333334,0.16666666666666666,0.004422476586888657
1432,1054,0,1497,0,0,3,0,0,5,1,17,0.35773170122408193,0.2633025231076693,0.0,0.3739695228578566,0.0,0.0,0.0007494379215588309,0.0,0,0.8,0.2,0.004246814888833375
3322,783909,0,636,0,126,3,0,0,6,1,17,0.004215666492811667,0.9947919640919629,0.0,0.0008070932839940458,0.0,0.00015989583928183927,3.8070437924247444e-06,0.0,0,0.8333333333333334,0.16666666666666666,2.157324815707355e-05
5830,2933,0,0,0,154,3,0,3,13,8,74019,0.07029008222613392,0.035362060234862915,0.0,0.0,0.0,0.0018567191531431602,3.616985363265897e-05,0.0,0,0.3076923076923077,0.6153846153846154,0.8924187986785946
0,0,0,0,0,248,3,0,3,7,4,26375,0.0,0.0,0.0,0.0,0.0,0.009313154831199068,0.00011265913102256937,0.0,0,0.2857142857142857,0.5714285714285714,0.9904615269067558
16549,20517,0,22687,0,153,3,0,3,7,1,20,0.27612961356203697,0.3423379830474538,0.0,0.3785456851097911,0.0,0.0025528932790495895,5.0056730961756655e-05,0.0,0,0.7142857142857143,0.14285714285714285,0.0003337115397450444
25171,1458178,0,1773,0,1179,0,0,0,5,1,18,0.01693512630868609,0.981066648545837,0.0,0.0011928798595725414,0.0,0.0007932348304771721,0.0,0.0,0,0.8,0.2,1.2110455427132399e-05
0,0,0,511,0,110,3,19,3,9,4,50354,0.0,0.0,0.0,0.010019607843137254,0.0,0.002156862745098039,5.882352941176471e-05,0.00037254901960784314,0,0.4444444444444444,0.4444444444444444,0.9873333333333333
3310,783897,0,636,0,128,3,0,0,6,1,19,0.0042005449286986055,0.9948019842815863,0.0,0.0008071137687771338,0.0,0.00016243799120042944,3.8071404187600653e-06,0.0,0,0.8333333333333334,0.16666666666666666,2.4111889318813747e-05
1985,1033,0,219,0,141,3,0,0,6,1,17,0.5841671571512654,0.30400235432607414,0.0,0.0644496762801648,0.0,0.041494997057092406,0.0008828722778104767,0.0,0,0.8333333333333334,0.16666666666666666,0.005002942907592701
111888,24979,0,24402,0,595,0,0,0,4,0,0,0.6912469727672614,0.1543209113823951,0.0,0.15075619038204913,0.0,0.0036759254682943708,0.0,0.0,0,1.0,0.0,0.0
43908,4368,0,8320,0,460,3,0,3,8,2,8358,0.671170895750535,0.0667685723020483,0.0,0.12717823295628247,0.0,0.007031488841332926,4.585753592173647e-05,0.0,0,0.625,0.25,0.12775909507795782
13831,30496,0,880278,0,453,0,0,0,4,0,0,0.01495149493329067,0.03296658155488629,0.0,0.9515922244875457,0.0,0.0004896990242773966,0.0,0.0,0,1.0,0.0,0.0
1658,1020,0,212,0,128,3,0,0,6,1,17,0.5457537853851218,0.3357472021066491,0.0,0.06978275181040158,0.0,0.04213298222514812,0.0009874917709019092,0.0,0,0.8333333333333334,0.16666666666666666,0.005595786701777485
103758,6550,0,21266,0,512,0,0,0,4,0,0,0.7855336674590797,0.049588904198779586,0.0,0.16100116590706054,0.0,0.003876262435080175,0.0,0.0,0,1.0,0.0,0.0
973,1022,0,218,0,189,3,0,0,6,1,17,0.40173410404624277,0.42196531791907516,0.0,0.09000825763831544,0.0,0.07803468208092486,0.0012386457473162675,0.0,0,0.8333333333333334,0.16666666666666666,0.007018992568125516
31739,3166,0,6903,0,412,3,0,3,7,1,19,0.751307847082495,0.07494378032903302,0.0,0.163403953130548,0.0,0.009752633447745296,7.101432122144633e-05,0.0,0,0.7142857142857143,0.14285714285714285,0.0004497573677358267
5101,3610,0,2246304,0,274,0,0,0,4,0,0,0.002261794386440053,0.0016006817751516545,0.0,0.9960160316482721,0.0,0.00012149219013616436,0.0,0.0,0,1.0,0.0,0.0
0,0,0,0,0,251,3,0,3,7,4,126280,0.0,0.0,0.0,0.0,0.0,0.001983609537131432,2.370848052348325e-05,0.0,0,0.2857142857142857,0.5714285714285714,0.9979689735018216
2007,1042,0,219,0,142,3,0,0,6,1,17,0.585131195335277,0.30379008746355685,0.0,0.06384839650145772,0.0,0.04139941690962099,0.0008746355685131195,0.0,0,0.8333333333333334,0.16666666666666666,0.004956268221574344
5432,3802,0,2100449,0,274,0,0,0,4,0,0,0.00257446004823795,0.0018019324564434252,0.0,0.9954937470289679,0.0,0.00012986046635073606,0.0,0.0,0,1.0,0.0,0.0
5351,4388,0,2476133,0,561,0,0,0,4,0,0,0.0021520789017842024,0.0017647770923246273,0.0,0.9958575195872963,0.0,0.00022562441859483044,0.0,0.0,0,1.0,0.0,0.0
11651,141187,0,505,0,396,0,0,0,5,1,20,0.07577442621244936,0.9182356805130106,0.0,0.0032843605902743906,0.0,0.0025754589975220963,0.0,0.0,0,0.8,0.2,0.0001300736867435402
3279,783881,0,636,0,126,3,0,0,6,1,19,0.0041614632511955164,0.9948435421806626,0.0,0.0008071639608906217,0.0,0.0001599098413085194,3.8073771740123664e-06,0.0,0,0.8333333333333334,0.16666666666666666,2.4113388768744988e-05
1788,1061,0,218,0,127,3,0,0,6,1,17,0.5563161169881767,0.33011823273179836,0.0,0.06782825140012445,0.0,0.039514623522090855,0.0009334163036714375,0.0,0,0.8333333333333334,0.16666666666666666,0.005289359054138146
5135,3763,0,2253608,0,301,0,0,0,4,0,0,0.002269305336248297,0.0016629787692896477,0.0,0.9959346952700783,0.0,0.00013302062438378526,0.0,0.0,0,1.0,0.0,0.0
246585,8774,0,39412,0,1534,3,0,3,7,1,19,0.8321297202443222,0.029608881989673673,0.0,0.1330003712077751,0.0,0.005176661154793642,1.0123848412243108e-05,0.0,0,0.7142857142857143,0.14285714285714285,6.411770661087301e-05
14184,838527,0,39603,0,384,0,0,0,4,0,0,0.015888912039681954,0.9393176639804278,0.0,0.044363267308765116,0.0,0.00043015667112506135,0.0,0.0,0,1.0,0.0,0.0
1984,1002,0,219,0,139,3,0,0,6,1,19,0.5894236482471776,0.2976827094474153,0.0,0.06506238859180036,0.0,0.04129530600118835,0.00089126559714795,0.0,0,0.8333333333333334,0.16666666666666666,0.00564468211527035
3521,264576,0,19311,0,260,0,0,0,4,0,0,0.012239804218752173,0.9197269074071499,0.0,0.06712946869307675,0.0,0.0009038196810211772,0.0,0.0,0,1.0,0.0,0.0
2158,1066,0,1497,0,0,3,0,0,5,1,17,0.4551782324404134,0.22484707867538495,0.0,0.31575616958447583,0.0,0.0,0.0006327778949588694,0.0,0,0.8,0.2,0.003585741404766927
124198,6550,0,21264,0,516,0,0,0,4,0,0,0.8142636106157558,0.042942935067659706,0.0,0.1394104688975139,0.0,0.003382985419070597,0.0,0.0,0,1.0,0.0,0.0
10375,25747,0,26520,0,683,0,0,0,5,1,93539,0.06614009587923296,0.16413581191350468,0.0,0.16906364749082006,0.0,0.004354090167278662,0.0,0.0,0,0.8,0.2,0.5963063545491636
5593,4329,0,3329868,0,551,0,0,0,4,0,0,0.001674379951028952,0.001295975470767805,0.0,0.9968646913593552,0.0,0.00016495321884801582,0.0,0.0,0,1.0,0.0,0.0
1749,1061,0,215,0,128,3,0,0,6,1,17,0.5512133627481879,0.33438386385124486,0.0,0.06775921840529467,0.0,0.04034037188780334,0.0009454774661203908,0.0,0,0.8333333333333334,0.16666666666666666,0.005357705641348881
8733,4595,92,0,0,206,3,0,0,6,1,18,0.6399208617278522,0.3367040375174031,0.006741408368139518,0.0,0.0,0.015094892650399355,0.00021982853374367993,0.0,0,0.8333333333333334,0.16666666666666666,0.0013189712024620796
185788,23192,0,23,3,1212,3,529,3,9,1,19,0.8814643311255764,0.11003359079953694,0.0,0.00010912265386294194,1.4233389634296775e-05,0.005750289412255897,1.4233389634296775e-05,0.002509821038847665,0,0.7777777777777778,0.1111111111111111,9.014480101721291e-05
131847,4647,0,5497,0,496,0,0,0,4,0,0,0.9253265210159524,0.03261350158260052,0.0,0.03857895808038628,0.0,0.0034810193210608686,0.0,0.0,0,1.0,0.0,0.0
8211,10829,7164,0,0,208,3,0,0,6,1,18,0.31063443422993986,0.40967729731774677,0.2710248552945182,0.0,0.0,0.007868951689176408,0.00011349449551696743,0.0,0,0.8333333333333334,0.16666666666666666,0.0006809669731018045
13665,842611,0,39617,0,443,0,0,0,4,0,0,0.015245399046786026,0.9400615394227165,0.0,0.04419882722550472,0.0,0.0004942343049927706,0.0,0.0,0,1.0,0.0,0.0
8408,6325,0,0,0,245,3,0,0,6,2,110,0.5571532701610231,0.41912398118083627,0.0,0.0,0.0,0.016234841958783382,0.00019879398316877608,0.0,0,0.6666666666666666,0.3333333333333333,0.007289112716188457
9145,25117,0,959659,0,330,0,0,0,4,0,0,0.009197878604094942,0.025262232575074102,0.0,0.9652079806809347,0.0,0.00033190813989626363,0.0,0.0,0,1.0,0.0,0.0
4325,25222,0,2434047,0,358,0,0,0,4,0,0,0.0017553101683799035,0.010236400709104723,0.0,0.9878629940843003,0.0,0.00014529503821503016,0.0,0.0,0,1.0,0.0,0.0
62073,6387,0,21245,0,496,0,0,0,4,0,0,0.6881631024046296,0.070808527621645,0.0,0.23552953958381836,0.0,0.005498830389906986,0.0,0.0,0,1.0,0.0,0.0
681191,44168,0,37652,0,2001,3,0,3,7,1,19,0.8904026864060169,0.05773315538987003,0.0,0.04921592027575137,0.0,0.0026155597703117627,3.921378965984651e-06,0.0,0,0.7142857142857143,0.14285714285714285,2.4835400117902795e-05
56353,3542,0,8243,0,793,3,0,3,7,1,19,0.8172312779163524,0.05136608852021579,0.0,0.1195399965195197,0.0,0.011500087012007658,4.3506003828528335e-05,0.0,0,0.7142857142857143,0.14285714285714285,0.00027553802424734613
7781,4398,0,7226,0,480,0,0,0,5,1,112624,0.05872053973692353,0.033190198401618,0.0,0.05453214498637828,0.0,0.0036223954599310234,0.0,0.0,0,0.8,0.2,0.8499347214151491
1961,1044,0,214,0,141,3,0,0,6,1,17,0.5801775147928994,0.3088757396449704,0.0,0.06331360946745562,0.0,0.04171597633136095,0.0008875739644970414,0.0,0,0.8333333333333334,0.16666666666666666,0.005029585798816568
1780,1051,0,219,0,127,3,0,0,6,1,17,0.5567719737253676,0.3287456990928996,0.0,0.06850172036284016,0.0,0.039724741945573974,0.0009383797309978105,0.0,0,0.8333333333333334,0.16666666666666666,0.005317485142320926
12386,888,0,1197,0,176,0,0,0,5,1,18,0.8445959768155472,0.06055233549266962,0.0,0.08162291169451073,0.0,0.012001363791339925,0.0,0.0,0,0.8,0.2,0.0012274122059324924
8768,4595,92,0,0,206,3,0,0,6,1,18,0.6408419821663499,0.3358427130536471,0.00672416313404473,0.0,0.0,0.015056278321882766,0.0002192661891536325,0.0,0,0.8333333333333334,0.16666666666666666,0.001315597134921795
0,0,0,0,0,0,0,0,0,1,1,145851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0
1939,1012,0,219,0,139,3,0,0,6,1,19,0.5821074752326628,0.30381266886820774,0.0,0.06574602221555088,0.0,0.04172921044731312,0.0009006304413089162,0.0,0,0.8333333333333334,0.16666666666666666,0.005703992794956469
3407,783887,0,598,0,123,0,0,0,5,1,19,0.0043234175175182795,0.9947375367052691,0.0,0.0007588505064502293,0.0,0.000156084635942104,0.0,0.0,0,0.8,0.2,2.411063482032501e-05
8685,6325,0,0,0,245,3,0,0,6,2,110,0.5651353461738677,0.411569495054659,0.0,0.0,0.0,0.015942217595002604,0.00019521082769390942,0.0,0,0.6666666666666666,0.3333333333333333,0.007157730348776679
11105,918,0,595,0,281,0,0,0,5,1,18,0.8597197491677634,0.0710691336997755,0.0,0.04606332739800263,0.0,0.021754277308972673,0.0,0.0,0,0.8,0.2,0.001393512425485794
1919,981,0,212,0,158,3,0,0,6,1,19,0.5829283110571082,0.2979951397326853,0.0,0.06439854191980558,0.0,0.0479951397326853,0.0009113001215066828,0.0,0,0.8333333333333334,0.16666666666666666,0.005771567436208992
1717,1037,0,211,0,129,3,0,0,6,1,17,0.5513808606294155,0.3330122029543995,0.0,0.06775850995504175,0.0,0.041425818882466284,0.0009633911368015414,0.0,0,0.8333333333333334,0.16666666666666666,0.005459216441875401
5143,3718,0,2015637,0,306,0,0,0,4,0,0,0.0025399989332300804,0.001836227111364853,0.0,0.995472648216815,0.0,0.00015112573859000673,0.0,0.0,0,1.0,0.0,0.0
0,0,0,0,0,0,0,0,0,1,1,2519094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0
1415,783883,0,658,0,117,0,0,0,5,1,17,0.0018000483405208054,0.997192433436375,0.0,0.0008370542813163887,0.0,0.000148837919322215,0.0,0.0,0,0.8,0.2,2.1626022465620983e-05
8548,2114498,0,27672,0,533,0,0,0,4,0,0,0.003973501929807354,0.9829155221775608,0.0,0.012863213079273409,0.0,0.00024776281335836683,0.0,0.0,0,1.0,0.0,0.0
0,0,0,0,0,178,3,0,3,7,4,14595,0.0,0.0,0.0,0.0,0.0,0.012044116652006226,0.00020299073008999256,0.0,0,0.2857142857142857,0.5714285714285714,0.9875499018878138
1921,1048,0,219,0,142,3,0,0,6,1,17,0.5734328358208955,0.31283582089552237,0.0,0.06537313432835822,0.0,0.042388059701492536,0.0008955223880597015,0.0,0,0.8333333333333334,0.16666666666666666,0.005074626865671642
1967,1013,0,211,0,145,3,0,0,6,1,19,0.5857653365098273,0.3016676593210244,0.0,0.06283502084574151,0.0,0.04318046456223943,0.0008933889219773674,0.0,0,0.8333333333333334,0.16666666666666666,0.005658129839189994
120440,25195,0,24558,0,662,0,0,0,4,0,0,0.7049252289953469,0.14746422404963272,0.0,0.14373591642035644,0.0,0.0038746305346638965,0.0,0.0,0,1.0,0.0,0.0
13481,3949,0,0,0,347,3,0,0,5,1,19,0.7574021012416428,0.22186639698859487,0.0,0.0,0.0,0.019495477274004157,0.00016854879487611664,0.0,0,0.8,0.2,0.001067475700882072
1247,1040,0,1459,0,0,3,33,0,6,1,17,0.3282442748091603,0.27375625164516976,0.0,0.384048433798368,0.0,0.0,0.0007896814951302974,0.008686496446433272,0,0.8333333333333334,0.16666666666666666,0.004474861805738352
404006,47300,0,134156,0,848,3,0,3,8,2,161,0.6888692992223054,0.08065107412566903,0.0,0.22874895349689758,0.0,0.00144592200546654,5.115290113678797e-06,0.0,0,0.625,0.25,0.00027452056943409547
1968,1043,0,219,0,146,3,0,0,6,1,17,0.5795053003533569,0.30712603062426386,0.0,0.06448763250883392,0.0,0.04299175500588928,0.0008833922261484099,0.0,0,0.8333333333333334,0.16666666666666666,0.005005889281507656
1265,1041,0,1458,0,0,3,33,0,6,1,17,0.3314121037463977,0.2727272727272727,0.0,0.38197537332984016,0.0,0.0,0.0007859575582918522,0.008645533141210375,0,0.8333333333333334,0.16666666666666666,0.004453759496987163
13817,838504,0,39671,0,464,0,0,0,4,0,0,0.015481995751051032,0.9395465994962217,0.0,0.04445149116595104,0.0,0.0005199135867762669,0.0,0.0,0,1.0,0.0,0.0
17906,30904,0,863776,0,336,0,0,0,4,0,0,0.019613942921739208,0.03385174198891033,0.0,0.9461662661213116,0.0,0.0003680489680388905,0.0,0.0,0,1.0,0.0,0.0
2204,1062,0,1501,0,0,3,0,0,5,1,17,0.46041362022143306,0.22185084604136202,0.0,0.3135575517025277,0.0,0.0,0.0006266973052015876,0.0,0,0.8,0.2,0.003551284729475663
1140,1039,0,1469,0,0,3,0,0,6,2,50,0.3080248581464469,0.28073493650364767,0.0,0.3969197514185355,0.0,0.0,0.0008105917319643339,0.0,0,0.6666666666666666,0.3333333333333333,0.013509862199405566
34673,3607,0,6531,0,407,3,0,3,7,1,19,0.7663726985390005,0.0797250403377318,0.0,0.144353822690803,0.0,0.00899586676391928,6.630860022544923e-05,0.0,0,0.7142857142857143,0.14285714285714285,0.0004199544680945119
7056,4303,0,7120,0,438,0,0,0,5,1,100599,0.05903812041902339,0.0360035476421567,0.0,0.0595736135747515,0.0,0.003664781284514207,0.0,0.0,0,0.8,0.2,0.8417199370795542
2108,783895,0,658,0,120,0,0,0,5,1,17,0.002679213724488369,0.9963103617446918,0.0,0.0008363010582131627,0.0,0.00015251691031243088,0.0,0.0,0,0.8,0.2,2.1606562294261042e-05
0,0,0,0,0,253,3,0,3,7,4,80649,0.0,0.0,0.0,0.0,0.0,0.0031270084540465713,3.707915162901073e-05,0.0,0,0.2857142857142857,0.5714285714285714,0.9967988332426954
3289,783892,0,592,0,124,0,0,0,5,1,19,0.004174302844465654,0.9948928565989268,0.0,0.0007513491285873114,0.0,0.00015737718233923412,0.0,0.0,0,0.8,0.2,2.411424568101168e-05
1719,1043,0,211,0,126,3,0,0,6,1,17,0.5511381853158064,0.3344020519397243,0.0,0.06764988778454632,0.0,0.04039756332157743,0.0009618467457518436,0.0,0,0.8333333333333334,0.16666666666666666,0.0054504648925937805
54245,6550,0,21260,0,526,0,0,0,4,0,0,0.6568702243857546,0.07931606543878132,0.0,0.2574442062944261,0.0,0.006369503881038011,0.0,0.0,0,1.0,0.0,0.0
